project	sample	alias	accession	center	platform	instrument	library	layout	description	fastq_se_md5	fastq_se_ftp	fastq_r1_md5	fastq_r2_md5	fastq_r1_ftp	fastq_r2_ftp	fastq_se	fastq_r1	fastq_r2
PRJNA46161	KB1	Southern African Bushman	SRR033758	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	43304f5456d9727febe8ae481d1999e0	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033758/SRR033758.fastq.gz					data/source/PRJNA46161/fastq/SRR033758_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033759	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	b6e298dacf3ea6430027d595890eeae1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033759/SRR033759.fastq.gz					data/source/PRJNA46161/fastq/SRR033759_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033760	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	29adc928349fd48009efbc6578f1ee7c	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033760/SRR033760.fastq.gz					data/source/PRJNA46161/fastq/SRR033760_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033761	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	41031a533d496e1ab333a215134dfea4	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033761/SRR033761.fastq.gz					data/source/PRJNA46161/fastq/SRR033761_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033762	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	a8461b878fbfe4f9c55746fc080da904	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033762/SRR033762.fastq.gz					data/source/PRJNA46161/fastq/SRR033762_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033763	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	a414634a5e1692e3234a1d7427b240b3	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033763/SRR033763.fastq.gz					data/source/PRJNA46161/fastq/SRR033763_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033764	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	80d099adc68bb5b7f3d80bcb92532722	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033764/SRR033764.fastq.gz					data/source/PRJNA46161/fastq/SRR033764_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033765	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	0660d0bc8d38203a208d0010b9667749	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033765/SRR033765.fastq.gz					data/source/PRJNA46161/fastq/SRR033765_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033766	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	e7cf524656f4c372b3ebccd43fb26291	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033766/SRR033766.fastq.gz					data/source/PRJNA46161/fastq/SRR033766_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033767	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	0885b10b9844556ead1ae4bb59ef756c	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033767/SRR033767.fastq.gz					data/source/PRJNA46161/fastq/SRR033767_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033768	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	4359360cecee4ff6efa80e610b6618b1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033768/SRR033768.fastq.gz					data/source/PRJNA46161/fastq/SRR033768_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033769	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	4690a2e03a9833364dc9ef573f4e9b57	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033769/SRR033769.fastq.gz					data/source/PRJNA46161/fastq/SRR033769_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033770	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	482010d83f988f07a7632cc6e11c52e1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033770/SRR033770.fastq.gz					data/source/PRJNA46161/fastq/SRR033770_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033771	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	c5accdd57dc1057710b787d7efe20584	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033771/SRR033771.fastq.gz					data/source/PRJNA46161/fastq/SRR033771_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033772	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	a8331ee0cf7b591add41309768c17c71	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033772/SRR033772.fastq.gz					data/source/PRJNA46161/fastq/SRR033772_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033773	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	4d22ce665fcc72f18544678c8597faf7	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033773/SRR033773.fastq.gz					data/source/PRJNA46161/fastq/SRR033773_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033774	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	c120835698fb43d4d61b292845ea6d3c	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033774/SRR033774.fastq.gz					data/source/PRJNA46161/fastq/SRR033774_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033775	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	7d512ab5286a53a5eee2817a3afb275e	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033775/SRR033775.fastq.gz					data/source/PRJNA46161/fastq/SRR033775_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033776	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	b40775d62b6ce8852f36a59c49f3666a	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033776/SRR033776.fastq.gz					data/source/PRJNA46161/fastq/SRR033776_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033777	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	9ecafc852688c1515d9a676ef9708be0	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033777/SRR033777.fastq.gz					data/source/PRJNA46161/fastq/SRR033777_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033778	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	e800df5a81e9f794d986ab5b4a3052c6	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033778/SRR033778.fastq.gz					data/source/PRJNA46161/fastq/SRR033778_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033779	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	040ffbe9933c59e5a5b90dc6c4e58e82	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033779/SRR033779.fastq.gz					data/source/PRJNA46161/fastq/SRR033779_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033780	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	92ebb3f72630f6e7f652b53b9176a548	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033780/SRR033780.fastq.gz					data/source/PRJNA46161/fastq/SRR033780_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033781	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	ab31eeac9e95e4bc2a481c0764d709ec	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033781/SRR033781.fastq.gz					data/source/PRJNA46161/fastq/SRR033781_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033782	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	a18f2caa48779094b63569f0e4fbe615	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033782/SRR033782.fastq.gz					data/source/PRJNA46161/fastq/SRR033782_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033783	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	0ab4f946b946d84f2bb5d2e9dd98beab	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033783/SRR033783.fastq.gz					data/source/PRJNA46161/fastq/SRR033783_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033784	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	093043c073d286bc7711228bb07abb5a	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033784/SRR033784.fastq.gz					data/source/PRJNA46161/fastq/SRR033784_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033785	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	e5d65a5b4e052382d66d80b6f0feaf1f	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033785/SRR033785.fastq.gz					data/source/PRJNA46161/fastq/SRR033785_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033786	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	c37cdd595ee1afe5cfb26ffb89411885	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033786/SRR033786.fastq.gz					data/source/PRJNA46161/fastq/SRR033786_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033787	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	8e5834b57682a7edaab136c71c6790aa	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033787/SRR033787.fastq.gz					data/source/PRJNA46161/fastq/SRR033787_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033788	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	fddebef0edf90757da2d1c82676f62b8	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033788/SRR033788.fastq.gz					data/source/PRJNA46161/fastq/SRR033788_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033789	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	2293c9a5a969020ffd1bde46baab0ec1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033789/SRR033789.fastq.gz					data/source/PRJNA46161/fastq/SRR033789_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033790	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	5e74837f99a10dbeb15f331b4c15a0c4	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033790/SRR033790.fastq.gz					data/source/PRJNA46161/fastq/SRR033790_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033791	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	7240d01612e0b89e7f548b0ad7825e60	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033791/SRR033791.fastq.gz					data/source/PRJNA46161/fastq/SRR033791_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033792	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	d7be4cba7c6526d69392d251691b7579	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033792/SRR033792.fastq.gz					data/source/PRJNA46161/fastq/SRR033792_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033793	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	8fa2144105dea8b266587d117ae88037	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033793/SRR033793.fastq.gz					data/source/PRJNA46161/fastq/SRR033793_se.fastq.gz		
PRJNA46161	KB1	Southern African Bushman	SRR033794	CCGB	LS454	454 GS FLX Titanium	KB1_genome_454_single	SINGLE	Complete Khoisan and Bantu genomes from southern Africa (Homo sapiens)	064ccca863b0cf9e3fe6fff25b5a4ef2	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR033/SRR033794/SRR033794.fastq.gz					data/source/PRJNA46161/fastq/SRR033794_se.fastq.gz		
